Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 505 wage adjustment,Section 505 eligible,Section 401 hosptial,Post Reclass Wage Index,COLA,RESBED,SSA COUNTY CODE,HSP Rate,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area,Puerto Rico Specific Post Reclass wage index,PROVIDER TYPE,LUGAR,RECLASS,BILLS,CASETA24,TACMIV24,CMIV24,CASETA25,TACMIV25,CMIV25,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,COLACP,DSHOPG,DSHCPG,OUT08F,COUT08F,MCR_PCT
010137,COOPER GREEN HOSPITAL,13820,13820,13820,0,,,0.8856,1,0.0226,1360,. ,0.0532,148,58,0.715,0.015,0.5458,13820,0,0,,N,408,402.71,1.25119,1.25197,403.14,1.25782,1.26036,5,LURBAN,LURBAN,0.01227,0.01513,0.9202,0,1,0.34244,0.11686,0.05815,0.00014,0.11574
010138,HILL HOSPITAL OF SUMTER COUNTY,01,01,01,0.0066,YES,,0.7633,1,0,1590,. ,0,33,17,0.588,0.038,0.59477,01,0,0,,N,520,517.76,0.63918,0.63971,518.13,0.6409,0.64128,5,RURAL,RURAL,0,0,0.8311,0,1,0.12,0,0,0,0.45202
010139,BROOKWOOD MEDICAL CENTER,13820,13820,13820,0,,,0.8856,1,0,1360,. ,0,485,303,0.12,0.011,0.09704,13820,0,0,,N,6710,6659.64,1.58232,1.58651,6662.44,1.60517,1.60907,5,LURBAN,LURBAN,0,0,0.9202,0,1,0,0.01984,0.07014,0.07582,0.3751
010143,WOODLAND MEDICAL CENTER,01,01,01,0,,,0.869,1,0,1210,3649.05,0,50,22,0.161,0.012,0.21298,13820,0,14,,W,1290,1265.76,1.19101,1.19872,1270.8,1.15665,1.16345,5,RURAL,RURAL,0,0,0.9083,0,1,0.06786,0,0.01514,0.01141,0.64521
010144,SPRINGHILL MEDICAL CENTER,33660,33660,33660,0,,,0.7948,1,0.0045,1480,. ,0.0059,252,168,0.35,0.038,0.1064,33660,0,0,,N,3639,3622.96,1.64493,1.64756,3626.9,1.62801,1.63127,5,OURBAN,OURBAN,0.00246,0.00167,0.8545,0,1,0,0.02178,0.03218,0.05582,0.39691
010145,NORTHPORT MEDICAL CENTER,46220,46220,46220,0,,,0.8531,1,0,1620,. ,0,111,62,0.259,0.027,0.40894,46220,0,0,,N,1615,1579.15,1.48261,1.49288,1584.9,1.47939,1.49138,5,OURBAN,OURBAN,0,0,0.8969,0,1,0.22953,0.08634,0.02615,0.04089,0.44658
010146,JACKSONVILLE MEDICAL CENTER,11500,11500,11500,0.0047,YES,,0.8023,1,0,1070,. ,0,63,15,0.256,0.033,0.29029,11500,0,0,,N,521,506.25,1.0901,1.10183,507.35,1.08898,1.09916,5,OURBAN,OURBAN,0,0,0.8600,0,1,0.12,0,0.00697,0.01959,0.48411
010148,EVERGREEN MEDICAL CENTER,01,01,01,0,,,0.7567,1,0,1170,. ,0,44,27,0.434,0.019,0.42966,01,0,0,,N,1430,1389.34,0.86166,0.86979,1397.53,0.83104,0.83902,5,RURAL,RURAL,0,0,0.8262,0,1,0.12,0,0,0,0.56572
010149,BAPTIST MEDICAL CENTER EAST,33860,33860,33860,0,,,0.8112,1,0,1500,. ,0,139,101,0.204,0.019,0.41414,33860,0,0,,N,2376,2344.03,1.27878,1.30035,2346.23,1.28239,1.30149,5,OURBAN,OURBAN,0,0,0.8665,0,1,0.23382,0.08748,0.01436,0.02001,0.29462
010150,L V STABLER MEMORIAL HOSPITAL,01,01,01,0,,,0.8112,1,0,1060,. ,0,48,20,0.168,0.022,0.34528,33860,0,0,,W,1155,1116.69,1.01801,1.0328,1125.19,0.99144,1.00286,5,RURAL,RURAL,0,0,0.8665,0,1,0.12,0,0,0,0.57286
010152,INFIRMARY WEST,33660,33660,33660,0,,,0.7948,1,0.234,1480,. ,0.6182,100,34,0.441,0.021,0.33883,33660,0,0,,N,708,690.58,1.29489,1.31291,694.17,1.27827,1.29074,5,OURBAN,OURBAN,0.12,0.1906,0.8545,0,1,0.17168,0.07102,0.03278,0.00644,0.32972
010157,SHOALS HOSPITAL,22520,22520,22520,0,,,0.7693,1,0,1160,. ,0,128,32,0.286,0.053,0.15039,22520,0,0,,N,1382,1366.38,1.1344,1.13755,1370.17,1.11697,1.11856,5,OURBAN,OURBAN,0,0,0.8356,0,1,0.02525,0.03092,0.04029,0.11503,0.62988
010158,RUSSELLVILLE HOSPITAL,01,01,01,0,,,0.7832,1,0,1290,. ,0,92,34,0.234,0.032,0.39899,19460,0,0,,W,1722,1694.13,1.19334,1.19751,1702.83,1.1372,1.13966,5,RURAL,RURAL,0,0,0.8459,0,1,0.12,0,0.00549,0.01633,0.54001
010164,COOSA VALLEY MEDICAL CENTER,01,01,11500,0,,,0.7976,1,0,1600,. ,0,101,.,0.226,0.015,0.31201,11500,0,0,LUGAR,L,1865,1800.69,1.18033,1.19591,1811.22,1.13504,1.1489,5,RURAL,OURBAN,0,0,0.8565,0,1,0.14956,0.06522,0.00724,0.00441,. 
010167,UAB HIGHLANDS,13820,13820,13820,0,,,0.8856,1,0,1360,. ,0,199,.,0.369,0.067,0.0984,13820,0,0,,N,130,128.95,1.50115,1.50563,128.85,1.46944,1.47438,5,LURBAN,LURBAN,0,0,0.9202,0,1,0,0.02013,0.0396,0.12226,. 
010168,SUMMIT HOSPITAL,17980,17980,17980,0,,,0.902,1,0,1560,. ,0,70,.,0.263,0.025,0.05556,17980,0,0,,N,52,51.15,1.16034,1.16199,50.94,1.13851,1.14618,5,OURBAN,OURBAN,0,0,0.9318,0,1,0,0,0,0,. 
020001,PROVIDENCE ALASKA MEDICAL CENTER,11260,11260,11260,0,,,1.2084,1.24,0.06,2020,. ,0.0879,347,232,0.395,0.026,0.35497,11260,0,0,,N,4138,4112.55,1.78646,1.78777,4113.42,1.78144,1.78267,9,OURBAN,OURBAN,0.03224,0.02512,1.1384,0,1.07565,0.185,0.07453,0.11786,0.07117,0.29194
020006,MAT-SU REGIONAL MEDICAL CENTER,11260,11260,11260,0,,,1.2084,1.24,0,2170,8125.09,0,40,23,0.473,0.038,0.33652,11260,0,16,,N,847,835.57,1.33221,1.33289,835.29,1.33432,1.33272,9,OURBAN,OURBAN,0,0,1.1384,0,1.07565,0.12,0,0.10039,0.09193,0.26773
020008,BARTLETT REGIONAL HOSPITAL,02,02,02,0,,,1.2084,1.24,0,2110,8474.22,0,39,16,0.766,0.04,0.31854,11260,0,16,,W,528,515.2,1.22505,1.23303,517,1.20297,1.21106,9,RURAL,RURAL,0,0,1.1384,0,1.07565,0.12,0,0.07359,0.02994,0.39577
020012,FAIRBANKS MEMORIAL HOSPITAL,21820,21820,21820,0,,,1.2084,1.24,0,2090,8810.7,0,127,64,0.625,0.049,0.3437,21820,0,17,,N,1260,1236.17,1.36944,1.38402,1238,1.38189,1.39601,9,OURBAN,OURBAN,0,0,1.1384,0,1.07565,0.1757,0.07208,0.18578,0.15991,0.33861
020014,SOUTH PENINSULA HOSPITAL,02,02,02,0,,,1.2084,1.25,0,2122,12871.71,0,24,7,0.884,0.071,0.31156,02,0,16,,N,256,252.69,1.14628,1.14401,253.02,1.14956,1.14807,9,RURAL,RURAL,0,0,1.1384,0,1.0788,0.12,0,0.09924,0.09056,0.50319
020017,ALASKA REGIONAL HOSPITAL,11260,11260,11260,0,,,1.2084,1.24,0,2020,. ,0,162,57,0.278,0.038,0.27008,11260,0,0,,N,1336,1323.61,1.91725,1.91615,1325.64,1.9342,1.93261,9,OURBAN,OURBAN,0,0,1.1384,0,1.07565,0.11497,0.05621,0.12201,0.27535,0.33053
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,02,98,98,0,,,1.928,1.25,0,2290,. ,0,50,.,0.7,0.03904,0.3454,98,0,8,,N,273,269.14,0.93442,0.93439,270.9,0.94726,0.9495,9,RURAL,RURAL,0,0,1.5676,0,1.0788,0.12,0,. ,. ,. 
020019,SAMUEL SIMMONDS MEMORIAL HOSPITAL,02,98,98,0,,,1.928,1.25,0,2185,. ,0,14,.,0.7,0.03904,0,98,0,8,,N,8,8,0.87525,0.87525,8,0.8536,0.8536,9,RURAL,RURAL,0,0,1.5676,0,1.0788,0,0,. ,. ,. 
020024,CENTRAL PENINSULA GENERAL HOSPITAL,02,02,02,0,,,1.2084,1.25,0,2122,7947.72,0,35,17,0.687,0.072,0.32136,02,0,16,,N,655,638.65,1.16801,1.18185,639.25,1.18188,1.19385,9,RURAL,RURAL,0,0,1.1384,0,1.0788,0.12,0,0.07261,0.10822,0.43415
020026,"ALASKA NATIVE MEDICAL CENTER, PHS",11260,98,98,0,,,1.928,1.24,0,2020,. ,0,156,0,0.407,0.03904,0.39062,98,0,8,,N,1214,1206.08,1.50536,1.50478,1207.6,1.52091,1.52011,9,OURBAN,RURAL,0,0,1.5676,0,1.07565,0.12,0,. ,. ,. 
020027,MT EDGECUMBE HOSPITAL,02,98,98,0,,,1.928,1.25,0,2220,. ,0,72,.,0.7,0.03904,0.06589,98,0,8,,N,317,313.63,0.93313,0.93541,313.91,0.94508,0.9473,9,RURAL,RURAL,0,0,1.5676,0,1.0788,0,0,. ,. ,. 
030001,MARYVALE HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,228,100,0.24,0.015,0.66843,38060,0,0,,N,839,832.63,1.55675,1.56709,831.26,1.61923,1.62683,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.4436,0.14495,0.02681,0.01731,0.19166
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0.2241,3060,. ,0.2859,519,399,0.25,0.023,0.37511,38060,0,0,,N,6365,6287.06,2.05927,2.0855,6290.49,2.1053,2.12568,8,LURBAN,LURBAN,0.11521,0.08403,1.0076,0,1,0.20162,0.07892,0.06429,0.08238,0.27989
030006,TUCSON MEDICAL CENTER,46060,46060,46060,0,,,0.9417,1,0.0935,3090,. ,0.1269,487,317,0.328,0.026,0.37045,46060,0,0,,N,6290,6176.94,1.67478,1.70357,6172.65,1.70134,1.72385,8,OURBAN,OURBAN,0.04977,0.03646,0.9597,0,1,0.19777,0.0779,0.04305,0.03969,0.26646
030007,VERDE VALLEY MEDICAL CENTER,39140,39140,39140,0,,,1.1187,1,0,3120,4864.28,0,99,59,0.316,0.028,0.24956,22380,0,16,,W,2461,2429.39,1.42899,1.44474,2432.46,1.40255,1.41687,8,OURBAN,OURBAN,0,0,1.0798,0,1,0.09804,0,0.05562,0.06249,0.64149
030010,CARONDELET ST MARYS HOSPITAL & HEALTH CENTER,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,357,203,0.282,0.023,0.3859,46060,0,0,,N,4002,3953.97,1.40857,1.41591,3959.04,1.43876,1.44516,8,OURBAN,OURBAN,0,0,0.9597,0,1,0.21052,0.08128,0.04164,0.04051,0.30632
030011,CARONDELET ST JOSEPHS HOSPITAL AND HEALTH CENTER,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,289,153,0.286,0.019,0.24113,46060,0,0,,N,3817,3748.5,1.49082,1.50051,3747.59,1.49429,1.50395,8,OURBAN,OURBAN,0,0,0.9597,0,1,0.09108,0.05004,0.04064,0.0223,0.33479
030012,YAVAPAI REGIONAL MEDICAL CENTER,39140,39140,39140,0,,,0.9961,1,0,3120,3755.66,0,119,92,0.388,0.034,0.2157,39140,0,16,,N,4886,4809.1,1.3846,1.39611,4811.29,1.38679,1.39805,8,OURBAN,OURBAN,0,0,0.9973,0,1,0.0701,0.04465,0.02061,0.02122,0.6347
030013,YUMA REGIONAL MEDICAL CENTER,49740,49740,49740,0,,,1.0086,1,0,3130,6147.06,0,276,178,0.33,0.025,0.26322,49740,0,17,,N,7180,7096.02,1.46437,1.47928,7092.41,1.47429,1.48867,8,OURBAN,OURBAN,0,0,1.0059,0,1,0.10931,0.05475,0.02349,0.01774,0.49969
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.0189,3060,. ,0.0443,261,150,0.233,0.013,0.31475,38060,0,0,,N,3379,3335.43,1.55165,1.57854,3338.66,1.56716,1.59022,8,LURBAN,LURBAN,0.01028,0.01258,1.0076,0,1,0.15182,0.06581,0.02565,0.00897,0.25335
030016,CASA GRANDE REGIONAL MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3100,. ,0,148,82,0.329,0.049,0.3638,38060,0,0,,N,2526,2483.61,1.23884,1.24988,2482.48,1.25705,1.26688,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.19228,0.07645,0.02032,0.05132,0.39999
030017,MESA GENERAL HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.1136,3060,. ,0.2483,107,52,0.222,0.028,0.42675,38060,0,0,,N,1751,1732.79,2.01857,2.02634,1735.86,2.04707,2.05346,8,LURBAN,LURBAN,0.06013,0.07258,1.0076,0,1,0.24422,0.09026,0.0362,0.09685,0.39164
030018,BANNER MESA MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,258,102,0.233,0.017,0.34965,38060,0,0,,N,1876,1843.39,1.31656,1.33224,1844.84,1.36977,1.38523,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.18061,0.07337,0.02357,0.01729,0.28664
030019,TEMPE ST LUKE'S HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.0842,3060,. ,0.1352,91,48,0.232,0.034,0.41646,38060,0,0,,N,850,829.11,1.29782,1.33515,831.36,1.3075,1.33794,8,LURBAN,LURBAN,0.04493,0.03889,1.0076,0,1,0.12,0,0.00627,0.02119,0.27244
030022,MARICOPA MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0.4638,3060,. ,0.8408,415,218,0.29,0.01,0.91802,38060,0,0,,N,1276,1255.44,1.57113,1.58825,1255.99,1.60571,1.61698,8,LURBAN,LURBAN,0.22527,0.26779,1.0076,0,1,0.64952,0.2043,0.12472,0.01772,0.09485
030023,FLAGSTAFF MEDICAL CENTER,22380,22380,22380,0,,,1.1552,1,0,3020,5201.82,0,213,139,0.408,0.029,0.4507,22380,0,17,,N,2921,2884.97,1.76687,1.80132,2887.12,1.80019,1.83141,8,OURBAN,OURBAN,0,0,1.1038,0,1,0.26398,0.09556,0.11196,0.08511,0.32415
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0.2481,3060,. ,0.3363,503,368,0.227,0.016,0.58255,38060,0,0,,N,3621,3520.97,1.91471,2.05594,3534.94,1.95577,2.08318,8,LURBAN,LURBAN,0.12678,0.09955,1.0076,0,1,0.37275,0.12521,0.06274,0.04942,0.16326
030030,PHOENIX BAPTIST HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.0706,3060,. ,0.1918,207,88,0.305,0.028,0.50067,38060,0,0,,N,1347,1325.32,1.57631,1.58751,1325.94,1.58529,1.59682,8,LURBAN,LURBAN,0.03782,0.05562,1.0076,0,1,0.3052,0.1067,0.01656,0.02415,0.24286
030033,PAYSON REGIONAL MEDICAL CENTER,03,03,03,0,,,1.1187,1,0,3030,4199.75,0,43,19,0.23,0.027,0.25285,22380,0,16,,W,1268,1226.48,1.29847,1.32079,1228.25,1.3039,1.32744,8,RURAL,RURAL,0,0,1.0798,0,1,0.10075,0,0.00008,0.00157,0.60561
030036,CHANDLER REGIONAL HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,208,176,0.199,0.014,0.27903,38060,0,0,,N,4030,3963.14,1.44176,1.46065,3967.07,1.45484,1.47479,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.12235,0.05813,0.0333,0.02108,0.28929
030037,ST LUKE'S MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,195,62,0.194,0.027,0.33373,38060,0,0,,N,1249,1227.45,2.07244,2.12816,1227.95,2.10249,2.15327,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.16748,0.06992,0.03645,0.08644,0.30268
030038,SCOTTSDALE HEALTHCARE-OSBORN,38060,38060,38060,0,,,1.0111,1,0.0552,3060,. ,0.0847,299,191,0.274,0.015,0.20211,38060,0,0,,N,5094,5023.84,1.66419,1.68342,5025.19,1.68182,1.69994,8,LURBAN,LURBAN,0.0297,0.02419,1.0076,0,1,0.05889,0.04178,0.06903,0.02499,0.35937
030043,SIERRA VISTA REGIONAL HEALTH CENTER INC,03,03,03,0,,,0.8855,1,0,3010,4586.12,0,77,46,0.454,0.029,0.28775,03,0,16,,N,1842,1808.47,1.25237,1.26881,1806.7,1.26244,1.28067,8,RURAL,RURAL,0,0,0.9201,0,1,0.12,0,0.04946,0.03019,0.47168
030055,KINGMAN REGIONAL MEDICAL CENTER,29420,29420,29420,0,,,0.9577,1,0.1025,3070,5102.84,0.1807,152,91,0.447,0.036,0.28305,39140,0,16,,W,3669,3631.54,1.45813,1.46577,3636.7,1.45349,1.45907,8,OURBAN,OURBAN,0.05442,0.05232,0.9708,0,1,0.12567,0.05899,0.03567,0.03193,0.57092
030061,SUN HEALTH BOSWELL HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.0062,3060,. ,0.0073,281,233,0.221,0.011,0.0915,38060,0,0,,N,9354,9245.68,1.66642,1.67458,9262.65,1.65182,1.6594,8,LURBAN,LURBAN,0.00338,0.00206,1.0076,0,1,0,0.0187,0.02414,0.00573,0.52948
030062,NAVAPACHE REGIONAL MEDICAL CENTER,03,03,03,0,,,0.8855,1,0,3080,5164.44,0,66,41,0.427,0.035,0.35121,03,0,16,,N,1388,1366.91,1.1858,1.19298,1367.17,1.1784,1.18313,8,RURAL,RURAL,0,0,0.9201,0,1,0.12,0,0.05114,0.05113,0.38651
030064,UNIVERSITY MEDICAL CENTER,46060,46060,46060,0,,,0.9417,1,0.7255,3090,. ,0.9523,345,261,0.287,0.016,0.53185,46060,0,0,,N,4040,3975.58,1.95488,1.96406,3979.92,2.00429,2.01138,8,OURBAN,OURBAN,0.33378,0.30831,0.9597,0,1,0.33093,0.11371,0.10074,0.0431,0.25698
030065,BANNER DESERT MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,539,366,0.281,0.023,0.29774,38060,0,0,,N,5018,4959.94,1.57023,1.58409,4964.7,1.59669,1.60964,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.13779,0.06215,0.03927,0.0364,0.20381
030067,LA PAZ REGIONAL HOSPITAL,03,03,03,0.0298,YES,,0.9153,1,0,3055,7044.6,0,39,11,0.35,0.021,0.15676,03,0,16,,N,606,593.95,1.03855,1.04875,594.41,1.01044,1.02103,8,RURAL,RURAL,0,0,0.9412,0,1,0.02939,0,0.00267,0.00022,0.68798
030068,MT GRAHAM REGIONAL MEDICAL CENTER,03,03,03,0,,,0.8855,1,0,3040,3929.37,0,55,23,0.54,0.054,0.39031,03,0,16,,N,645,634.51,1.11578,1.11788,635.67,1.13657,1.13883,8,RURAL,RURAL,0,0,0.9201,0,1,0.12,0,0.04849,0.06948,0.46113
030069,HAVASU REGIONAL MEDICAL CENTER,29420,29420,29420,0,,,0.9334,1,0,3070,4828.31,0,119,60,0.264,0.031,0.18099,29420,0,16,,N,3027,2996.13,1.40657,1.42107,2999.94,1.39697,1.40914,8,OURBAN,OURBAN,0,0,0.9539,0,1,0.04514,0.03733,0.01942,0.03413,0.62657
030071,FORT DEFIANCE INDIAN HOSPITAL,03,99,99,0,,,1.4401,1,0,3000,. ,0,70,0,0.36,0.023,0.404,99,0,8,,N,476,472.51,0.89867,0.90054,473.15,0.9218,0.92223,8,RURAL,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,22380,99,99,0,,,1.4401,1,0,3020,. ,0,73,0,0.284,0.023,0.42909,99,0,8,,N,628,625.1,1.05597,1.056,624.96,1.08562,1.08599,8,OURBAN,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
030074,SELLS INDIAN HEALTH SERVICE HOSPITAL,46060,99,99,0,,,1.4401,1,0,3090,. ,0,34,0,0.36,0.023,0.28421,99,0,8,,N,56,54.04,0.8864,0.89124,53.71,0.90827,0.91619,8,OURBAN,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
030077,PHS INDIAN HOSPITAL-SAN CARLOS,03,99,99,0,,,1.4401,1,0,3030,. ,0,8,0,0.36,0.023,0.96897,99,0,8,,N,90,87.45,0.78225,0.78633,87.6,0.80173,0.80519,8,RURAL,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
030078,PHOENIX INDIAN MEDICAL CENTER,38060,99,99,0,,,1.4401,1,0,3060,. ,0,128,0,0.284,0.023,0.22672,99,0,8,,N,320,317.03,0.99509,0.99915,317.22,1.02638,1.0328,8,LURBAN,RURAL,0,0,1.2837,0,1,0.07919,0,. ,. ,. 
030080,,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,131,55,0.318,0.022,0.08415,46060,0,0,,N,1836,1776.55,1.52729,1.54833,1776.62,1.54918,1.56697,8,OURBAN,OURBAN,0,0,0.9597,0,1,0,0.01719,0.04248,0.02234,0.47766
030083,PARADISE VALLEY HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,144,73,0.238,0.026,0.30442,38060,0,0,,N,1381,1350.83,1.41401,1.43417,1351.72,1.42756,1.44809,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.1433,0.06358,0.0357,0.05465,0.24074
030084,CHINLE COMPREHENSIVE CARE FACILITY,03,99,99,0,,,1.4401,1,0,3000,. ,0,60,0,0.36,0.023,1.01406,99,0,8,,N,509,501.6,0.90635,0.91008,501.45,0.94547,0.9496,8,RURAL,RURAL,0,0,1.2837,0,1,0.12,0,. ,. ,. 
030085,NORTHWEST MEDICAL CENTER,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,259,209,0.238,0.019,0.23265,46060,0,0,,N,5301,5205.07,1.58016,1.60069,5216.45,1.5834,1.60089,8,OURBAN,OURBAN,0,0,0.9597,0,1,0.08409,0.04824,0.01849,0.01551,0.3913
030087,SCOTTSDALE HEALTHCARE-SHEA,38060,38060,38060,0,,,1.0111,1,0.0053,3060,. ,0.0089,328,235,0.276,0.021,0.09473,38060,0,0,,N,6138,6055.39,1.67887,1.68946,6051.75,1.69456,1.70498,8,LURBAN,LURBAN,0.00289,0.00251,1.0076,0,1,0,0.01937,0.06815,0.05035,0.32135
030088,BANNER BAYWOOD MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,239,204,0.203,0.011,0.17648,38060,0,0,,N,6452,6319.77,1.37486,1.38778,6320.43,1.3776,1.39243,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.04221,0.03638,0.01611,0.00458,0.43619
030089,BANNER THUNDERBIRD MEDICAL CENTER,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,333,277,0.27,0.02,0.26294,38060,0,0,,N,4634,4556.97,1.62363,1.64447,4562.19,1.65641,1.67278,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.10908,0.05469,0.02714,0.0188,0.2453
030092,JOHN C LINCOLN DEER VALLEY HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,127,97,0.247,0.027,0.2527,38060,0,0,,N,1995,1969.36,1.47949,1.49725,1969.3,1.50761,1.52733,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.10063,0.0525,0.03734,0.06291,0.2682
030093,SUN HEALTH DEL E WEBB HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,231,135,0.221,0.014,0.15488,38060,0,0,,N,6046,5965.15,1.29053,1.29704,5974.83,1.28877,1.29808,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.02817,0.03186,0.02262,0.01003,0.50265
030094,ARROWHEAD HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,115,74,0.235,0.013,0.34585,38060,0,0,,N,1392,1366.45,1.39316,1.40686,1369.41,1.4146,1.42678,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.17748,0.07255,0.01358,0.00587,0.19884
030099,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,03,03,03,0,,,0.8855,1,0,3000,8164.99,0,16,4,0.566,0.022,0.27028,03,0,16,,N,220,215.6,0.87781,0.88421,215.48,0.86239,0.86811,8,RURAL,RURAL,0,0,0.9201,0,1,0.11513,0,0,0,0.55096
030100,TUCSON HEART HOSPITAL,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,60,31,0.285,0.026,0.08894,46060,0,0,,N,2112,2090.57,2.00563,2.01146,2094.16,1.95483,1.95893,8,OURBAN,OURBAN,0,0,0.9597,0,1,0,0,0.0078,0.00935,0.66792
030101,WESTERN ARIZONA REGIONAL MEDICAL CTR,29420,29420,29420,0,,,1.1223,1,0,3070,. ,0,92,82,0.218,0.018,0.21608,29820,0,7,,W,3215,3188.74,1.44421,1.44569,3191.17,1.4373,1.43978,8,OURBAN,OURBAN,0,0,1.0822,0,1,0.07042,0,0.02523,0.02393,0.55505
030102,ARIZONA HEART HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,59,42,0.291,0.029,0.10602,38060,0,0,,N,3309,3275.96,2.29862,2.33558,3281.3,2.26416,2.29925,8,LURBAN,LURBAN,0,0,1.0076,0,1,0,0,0.02289,0.0316,0.70498
030103,MAYO CLINIC HOSPITAL,38060,38060,38060,0,,,1.0111,1,0.2805,3060,. ,0.3079,186,138,0.373,0.037,0.01603,38060,0,0,,N,8311,8175.01,1.73352,1.7533,8187.61,1.74105,1.75792,8,LURBAN,LURBAN,0.14218,0.09078,1.0076,0,1,0,0.00325,0.05307,0.06992,0.61958
030105,BANNER BAYWOOD HEART HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,111,65,0.229,0.021,0.08511,38060,0,0,,N,2879,2846.82,2.17433,2.19072,2850.95,2.13888,2.15475,8,LURBAN,LURBAN,0,0,1.0076,0,1,0,0.01738,0.01444,0.01599,0.4872
030106,PHOENIX MEMORIAL HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,159,53,0.267,0.027,0.75967,38060,0,0,,N,610,601.55,1.76621,1.79651,602.11,1.78092,1.80519,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.51888,0.1663,0.02059,0.04441,0.21779
030107,ARIZONA SPINE AND JOINT HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,18,5,0.356,0.053,0.0086,38060,0,0,,N,403,398.98,1.93454,1.9423,399.17,1.93379,1.93907,8,LURBAN,LURBAN,0,0,1.0076,0,1,0,0,0.00034,0.0011,0.65414
030108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,27,1,0.423,0.085,0.21991,38060,0,0,,N,149,145.51,2.09068,2.0998,145.45,2.08147,2.09749,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.07358,0,0.03265,0.14282,0.07306
030110,WEST VALLEY HOSPITAL,38060,38060,38060,0,,,1.0111,1,0,3060,. ,0,74,48,0.253,0.026,0.39664,38060,0,0,,N,1075,1060.94,1.56524,1.58276,1060.79,1.56445,1.58241,8,LURBAN,LURBAN,0,0,1.0076,0,1,0.12,0,0.02127,0.03616,0.23631
030111,UNIVERSITY PHYSICIANS HEALTHCARE HOSPITAL AT KINO,46060,46060,46060,0,,,0.9417,1,0,3090,. ,0,27,15,0.587,0.029,0.62135,46060,0,0,,N,628,619.06,1.03272,1.03663,618.19,1.04603,1.05358,8,OURBAN,OURBAN,0,0,0.9597,0,1,0.12,0,0.11765,0.05342,0.28181
