Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),SSA COUNTY CODE,REGION,URGEO,URSPA,RECLASS,Post Reclass Labor Market Area,Post Reclass Wage Index,Puerto Rico Specific Post Reclass wage index,LUGAR,Section 401 hospital,Section 505 eligible,Section 505 wage adjustment,Cost of Living Adjustment,Resident to Bed Ratio,RDAY,BEDS,Average Daily Census,TCHOP,TCHCP,DSHPCT,DSHOPG,DSHCPG,Operating CCR,Capital CCR,Provider Type,HSP Rate,BILLS,CASETA25,TACMIV25,CMIV25,CASETA26,TACMIV26,CMIV26,Post Reclass GAF,Puerto Rico Specific Post Reclass GAF,Cost of Living Adjustment-Capital,OUT09F,COUT09F,MCR_PCT
010137,COOPER GREEN HOSPITAL,13820,13820,13820,1360,5,LURBAN,LURBAN,N,13820,0.8754,0,,,.,,1,0.0226,0.1996,149,57,0.01227,0.02897,0.46624,0.2768,0.09901,0.69,0.021,0,.,319,316.63,1.28013,1.28119,316.6,1.3123,1.31397,0.9129,0.0000,1,0.1895,0.0369,0.1374
010138,HILL HOSPITAL OF SUMTER COUNTY,1,1,1,1590,5,RURAL,RURAL,N,1,0.7684,0,,,0.0066,YES,1,0,0,33,15,0,0,0.57827,0.12,0,0.628,0.02,0,.,467,466.31,0.63312,0.63335,466.3,0.64253,0.64268,0.8349,0.0000,1,0,0,0.5825
010139,BROOKWOOD MEDICAL CENTER,13820,13820,13820,1360,5,LURBAN,LURBAN,N,13820,0.8754,0,,,.,,1,0,0,477,291,0,0,0.1015,0,0.02077,0.129,0.012,0,.,6263,6214.68,1.58861,1.59172,6217.33,1.58879,1.5922,0.9129,0.0000,1,0.0896,0.1121,0.3927
010143,WOODLAND MEDICAL CENTER,1,1,1,1210,5,RURAL,RURAL,W,13820,0.8632,0,,,.,,1,0,0,47,19,0,0,0.20944,0.06494,0,0.153,0.012,14,3775.86,1194,1177.06,1.17292,1.17573,1177.79,1.14957,1.15284,0.9042,0.0000,1,0.002,0.0021,0.6651
010144,SPRINGHILL MEDICAL CENTER,33660,33660,33660,1480,5,OURBAN,OURBAN,N,33660,0.7828,0,,,.,,1,0.003,0.0044,230,152,0.00164,0.00062,0.11327,0,0.0232,0.35,0.039,0,.,3235,3219.94,1.70984,1.71777,3220.57,1.69299,1.70121,0.8456,0.0000,1,0.0448,0.0834,0.3848
010145,NORTHPORT MEDICAL CENTER,46220,46220,46220,1620,5,OURBAN,OURBAN,N,46220,0.8731,0,,,.,,1,0,0,106,52,0,0,0.37749,0.20358,0.07944,0.276,0.023,0,.,1621,1597.45,1.44844,1.45009,1598.01,1.4555,1.45797,0.9113,0.0000,1,0.0273,0.0325,0.4567
010146,JACKSONVILLE MEDICAL CENTER,11500,11500,11500,1070,5,OURBAN,OURBAN,N,11500,0.8025,0,,,0.0047,YES,1,0,0,57,12,0,0,0.35606,0.12,0,0.234,0.035,0,.,537,523.45,1.12563,1.13135,524.01,1.12161,1.12926,0.8601,0.0000,1,0.0025,0.0113,0.4861
010148,EVERGREEN MEDICAL CENTER,1,1,1,1170,5,RURAL,RURAL,N,1,0.7618,0,,,.,,1,0,0,44,21,0,0,0.40897,0.12,0,0.417,0.017,0,.,1444,1410.42,0.84122,0.84879,1411.26,0.80016,0.8081,0.8300,0.0000,1,0,0,0.5557
010149,BAPTIST MEDICAL CENTER EAST,33860,33860,33860,1500,5,OURBAN,OURBAN,N,33860,0.8302,0,,,.,,1,0,0,138,112,0,0,0.38404,0.20898,0.08087,0.167,0.013,0,.,2859,2815.51,1.21769,1.23809,2817.6,1.21246,1.23273,0.8804,0.0000,1,0.0128,0.0132,0.2831
010150,L V STABLER MEMORIAL HOSPITAL,1,1,1,1060,5,RURAL,RURAL,N,17980,0.8464,0,,,.,,1,0,0,45,17,0,0,0.34044,0.12,0,0.173,0.024,0,.,1064,1038.99,0.97289,0.98275,1039.56,0.95076,0.96235,0.8921,0.0000,1,0.0001,0.0022,0.6166
010152,INFIRMARY WEST,33660,33660,33660,1480,5,OURBAN,OURBAN,N,33660,0.7828,0,,,.,,1,0.2377,1.0221,100,38,0.12178,0.16717,0.30882,0.14693,0.06453,0.415,0.02,0,.,853,827.56,1.24963,1.27567,828.5,1.25325,1.27966,0.8456,0.0000,1,0.0749,0.0293,0.3158
010157,SHOALS HOSPITAL,22520,22520,22520,1160,5,OURBAN,OURBAN,N,22520,0.7878,0,,,.,,1,0,0,128,27,0,0,0.17319,0.04007,0.03569,0.274,0.047,0,.,1250,1237.3,1.14706,1.15173,1237.74,1.12614,1.1318,0.8493,0.0000,1,0.0374,0.1158,0.6987
010158,RUSSELLVILLE HOSPITAL,1,1,1,1290,5,RURAL,RURAL,W,22520,0.7878,0,,,.,,1,0,0,92,35,0,0,0.3842,0.12,0,0.211,0.028,0,.,1702,1676.24,1.21619,1.21898,1677.4,1.19699,1.19952,0.8493,0.0000,1,0.0089,0.0279,0.5443
010164,COOSA VALLEY MEDICAL CENTER,1,1,11500,1600,5,RURAL,OURBAN,L,13820,0.8632,0,LUGAR,,.,,1,0,0,101,39,0,0,0.29099,0.13222,0.0607,0.201,0.016,0,.,1832,1790.53,1.16557,1.17563,1791.69,1.13735,1.14841,0.9042,0.0000,1,0.0016,0.0018,0.498
010167,UAB HIGHLANDS,13820,13820,13820,1360,5,LURBAN,LURBAN,N,13820,0.8754,0,,,.,,1,0,0,66,8,0,0,0.1643,0.03429,0,0.753,0.088,0,.,573,553.13,1.65179,1.67132,553.84,1.64132,1.66806,0.9129,0.0000,1,0.5045,0.9394,.
010168,SUMMIT HOSPITAL,17980,17980,17980,1560,5,OURBAN,OURBAN,N,17980,0.9028,0,,,.,,1,0,0,66,24,0,0,0.30574,0.12,0,0.944,.,0,.,1179,1158.95,1.24979,1.26139,1159.35,1.2189,1.23087,0.9324,0.0000,1,1.3504,0,.
020001,PROVIDENCE ALASKA MEDICAL CENTER,11260,11260,11260,2020,9,OURBAN,OURBAN,N,11260,1.1852,0,,,.,,1.24,0.0617,0.0936,354,241,0.03313,0.01338,0.35993,0.18909,0.07561,0.392,0.023,0,.,4304,4276.77,1.72507,1.7271,4277.53,1.73358,1.73584,1.1234,0.0000,1.07565,0.1482,0.0819,0.256
020006,MAT-SU REGIONAL MEDICAL CENTER,11260,11260,11260,2170,9,OURBAN,OURBAN,N,11260,1.1852,0,,,.,,1.25,0,0,71,27,0,0,0.32222,0.12,0,0.417,0.047,16,8407.45,1050,1033.81,1.24936,1.25719,1034.26,1.22215,1.2303,1.1234,0.0000,1.0788,0.0412,0.0879,0.3638
020008,BARTLETT REGIONAL HOSPITAL,2,2,2,2110,9,RURAL,RURAL,N,2,1.2554,0,,,.,,1.24,0,0,51,16,0,0,0.33662,0.12,0,0.789,0.063,16,8768.72,485,473.58,1.2118,1.21589,473.79,1.198,1.20277,1.1685,0.0000,1.07565,0.044,0.0441,0.3562
020012,FAIRBANKS MEMORIAL HOSPITAL,21820,21820,21820,2090,9,OURBAN,OURBAN,N,21820,1.1852,0,,,.,,1.24,0,0,127,56,0,0,0.34627,0.17782,0.07264,0.574,0.047,17,9116.89,1206,1187.81,1.35215,1.36227,1188.49,1.35588,1.3662,1.1234,0.0000,1.07565,0.122,0.1257,0.3318
020014,SOUTH PENINSULA HOSPITAL,2,2,2,2122,9,RURAL,RURAL,N,2,1.1852,0,,,.,,1.25,0,0,22,6,0,0,0.25564,0.10305,0,0.865,0.058,16,12809,219,217.7,1.07641,1.07545,217.73,1.05898,1.05795,1.1234,0.0000,1.0788,0.2147,0.1579,0.5025
020017,ALASKA REGIONAL HOSPITAL,11260,11260,11260,2020,9,OURBAN,OURBAN,N,11260,1.1852,0,,,.,,1.24,0,0,166,55,0,0,0.2937,0.13445,0.06128,0.271,0.032,0,.,1410,1400.64,2.01562,2.01749,1401.12,2.01982,2.02173,1.1234,0.0000,1.07565,0.1453,0.2801,0.3514
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,2,98,98,2290,9,RURAL,RURAL,N,98,1.9249,0,,,.,,1.25,0,0,50,.,0,0,0.41235,0.12,0,0.751,0.038,8,.,271,269.77,0.93314,0.93299,269.76,0.91349,0.91392,1.5659,0.0000,1.0788,.,.,.
020024,CENTRAL PENINSULA GENERAL HOSPITAL,2,2,2,2122,9,RURAL,RURAL,N,2,1.1852,0,,,.,,1.25,0,0,31,18,0,0,0.27404,0.11823,0,0.634,0.087,16,8223.92,694,677.5,1.14651,1.15579,678,1.09351,1.10288,1.1234,0.0000,1.0788,0.1129,0.2599,0.4547
020026,ALASKA NATIVE MEDICAL CENTER,11260,98,98,2020,9,OURBAN,RURAL,N,98,1.9249,0,,,.,,1.24,0,0,156,0,0,0,0.53228,0.12,0,0.421,0.038,8,.,1308,1303.05,1.56518,1.56464,1303.27,1.5766,1.57622,1.5659,0.0000,1.07565,.,.,.
020027,MT EDGECUMBE HOSPITAL,2,98,98,2220,9,RURAL,RURAL,N,98,1.9249,0,,,.,,1.25,0,0,72,.,0,0,0.18207,0.04585,0,0.751,0.038,8,.,328,325.77,0.94023,0.94397,325.78,0.90994,0.91385,1.5659,0.0000,1.0788,.,.,.
020028,,11260,11260,11260,2020,9,OURBAN,OURBAN,N,11260,1.1852,0,,,.,,1.24,0,0,60,.,0,0,0,0,0,0.421,0.038,0,.,4,4,1.11995,1.11995,4,1.29737,1.29737,1.1234,0.0000,1.07565,0.4717,0.5362,.
030001,MARYVALE HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,228,91,0,0,0.7666,0.5246,0.16793,0.278,0.015,0,.,1463,1428.67,1.52419,1.54648,1429.66,1.55152,1.57431,1.0153,0.0000,1,0.018,0.01,0.2196
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.2257,0.287,545,425,0.11598,0.04218,0.38723,0.21161,0.08157,0.239,0.023,0,.,6070,5994.93,2.13109,2.15878,5998.86,2.16094,2.18856,1.0153,0.0000,1,0.0478,0.0855,0.2837
030006,TUCSON MEDICAL CENTER,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0.0924,0.119,458,354,0.0492,0.01708,0.36848,0.19615,0.07747,0.434,0.032,0,.,6333,6206.94,1.726,1.74251,6214.3,1.74196,1.75939,0.9590,0.0000,1,0.0859,0.0808,0.2622
030007,VERDE VALLEY MEDICAL CENTER,39140,39140,39140,3120,8,OURBAN,OURBAN,W,22380,1.1263,0,,,.,,1,0,0,99,65,0,0,0.2679,0.11317,0,0.263,0.02,16,5033.32,2473,2441.64,1.44739,1.46034,2442.54,1.45187,1.46648,1.0849,0.0000,1,0.0642,0.062,0.5605
030010,CARONDELET ST MARYS HOSPITAL & HEALTH CENTER,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0,0,350,205,0,0,0.35804,0.18753,0.0752,0.288,0.022,0,.,3750,3702.98,1.45726,1.46409,3704.67,1.47579,1.48352,0.9590,0.0000,1,0.0364,0.0356,0.3289
030011,CARONDELET ST JOSEPHS HOSPITAL AND HEALTH CENTER,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0,0,289,164,0,0,0.22899,0.08107,0.04746,0.287,0.018,0,.,4069,3998.93,1.52066,1.53693,4001.98,1.52986,1.54745,0.9590,0.0000,1,0.0384,0.0223,0.3348
030012,YAVAPAI REGIONAL MEDICAL CENTER,39140,39140,39140,3120,8,OURBAN,OURBAN,N,39140,1.016,0,,,.,,1,0,0,128,95,0,0,0.22723,0.07961,0.04709,0.391,0.036,16,3886.18,4515,4421.43,1.43298,1.44411,4424.99,1.44273,1.45544,1.0109,0.0000,1,0.0345,0.0443,0.6104
030013,YUMA REGIONAL MEDICAL CENTER,49740,49740,49740,3130,8,OURBAN,OURBAN,N,49740,0.9866,0,,,.,,1,0,0,331,202,0,0,0.25718,0.10432,0.05346,0.33,0.025,17,6360.68,6720,6627.42,1.53696,1.54792,6631.48,1.54888,1.56141,0.9908,0.0000,1,0.0202,0.0175,0.4899
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0243,0.0319,241,183,0.01319,0.00452,0.2664,0.11193,0.05543,0.23,0.01,0,.,3229,3184.93,1.57056,1.593,3186.67,1.57815,1.60077,1.0153,0.0000,1,0.024,0.0043,0.2656
030016,CASA GRANDE REGIONAL MEDICAL CENTER,38060,38060,38060,3100,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,164,76,0,0,0.35296,0.18334,0.07409,0.354,0.051,0,.,2075,2035.32,1.27861,1.29513,2036.83,1.281,1.29877,1.0153,0.0000,1,0.0217,0.0649,0.3703
030017,,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0592,0.1329,126,56,0.03181,0.01911,0.41399,0.23369,0.08745,0.222,0.028,0,.,1688,1674.86,2.03103,2.03966,1675.26,1.97747,1.98672,1.0153,0.0000,1,0.0223,0.0603,0.4212
030018,,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,258,95,0,0,0.33293,0.16682,0.06974,0.233,0.017,0,.,1444,1419,1.38109,1.40402,1419.94,1.41526,1.43892,1.0153,0.0000,1,0.0307,0.0265,0.3131
030019,,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0702,0.1104,65,40,0.03761,0.01582,0.39536,0.12,0,0.237,0.031,0,.,639,629.22,1.31,1.32707,629.64,1.32286,1.34057,1.0153,0.0000,1,0.024,0.0859,0.2578
030022,MARICOPA MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.4762,0.8288,381,218,0.23066,0.13175,0.90744,0.64079,0.20172,0.295,0.009,0,.,1016,1000.48,1.78757,1.81693,1000.99,1.81815,1.84807,1.0153,0.0000,1,0.2275,0.037,0.0948
030023,FLAGSTAFF MEDICAL CENTER,22380,22380,22380,3020,8,OURBAN,OURBAN,N,22380,1.1609,0,,,.,,1,0,0,239,143,0,0,0.48947,0.29596,0.1042,0.364,0.026,17,5382.59,3159,3129.75,1.82949,1.85197,3130.39,1.85642,1.87853,1.1076,0.0000,1,0.1529,0.137,0.3242
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.22,0.3047,581,414,0.11322,0.0449,0.53924,0.33702,0.11538,0.202,0.016,0,.,3791,3711.15,2.08331,2.1812,3713.2,2.10919,2.20375,1.0153,0.0000,1,0.0456,0.0574,0.165
030030,PHOENIX BAPTIST HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0594,0.1517,226,88,0.03192,0.02187,0.55213,0.34766,0.1183,0.353,0.035,0,.,1065,1046.84,1.67937,1.72307,1047.48,1.69687,1.74041,1.0153,0.0000,1,0.0344,0.0676,0.2195
030033,PAYSON REGIONAL MEDICAL CENTER,3,3,3,3030,8,RURAL,RURAL,W,22380,1.1263,0,,,.,,1,0,0,43,22,0,0,0.28948,0.12,0,0.228,0.025,16,4345.7,1315,1266.94,1.29641,1.31931,1267.89,1.28711,1.31355,1.0849,0.0000,1,0.0002,0.0023,0.557
030036,CHANDLER REGIONAL MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,208,174,0,0,0.27649,0.12025,0.05759,0.225,0.015,0,.,3560,3505.8,1.53987,1.55755,3507.64,1.55603,1.57475,1.0153,0.0000,1,0.0449,0.0289,0.2863
030037,ST LUKES MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,195,61,0,0,0.29007,0.13146,0.0605,0.198,0.028,0,.,1166,1150.33,1.99449,2.0377,1150.64,2.00688,2.04948,1.0153,0.0000,1,0.0344,0.0954,0.3044
030038,SCOTTSDALE HEALTHCARE-OSBORN,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0583,0.0804,321,226,0.03134,0.01147,0.19665,0.05532,0.04063,0.274,0.015,0,.,4499,4428.68,1.66,1.67469,4430.86,1.69809,1.71377,1.0153,0.0000,1,0.0796,0.0333,0.3689
030043,SIERRA VISTA REGIONAL HEALTH CENTER INC,3,3,3,3010,8,RURAL,RURAL,N,3,0.8824,0,,,.,,1,0,0,77,43,0,0,0.28655,0.12,0,0.385,0.022,16,4745.49,2021,1984.98,1.23975,1.25064,1985.97,1.24933,1.26163,0.9179,0.0000,1,0.0479,0.0257,0.4855
030055,KINGMAN REGIONAL MEDICAL CENTER,29420,29420,29420,3070,8,OURBAN,OURBAN,W,39140,0.9988,0,,,.,,1,0.1317,0.2212,162,93,0.06937,0.03221,0.28721,0.1291,0.05988,0.419,0.031,17,5280.17,3523,3488.5,1.44765,1.46472,3489.46,1.4264,1.44448,0.9992,0.0000,1,0.0243,0.0214,0.5171
030061,SUN HEALTH BOSWELL HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0059,0.0073,307,244,0.00322,0.00103,0.11703,0,0.02398,0.213,0.011,0,.,8892,8794.63,1.61314,1.62024,8798.26,1.59984,1.60834,1.0153,0.0000,1,0.0236,0.0055,0.5428
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,3,3,3,3080,8,RURAL,RURAL,N,3,0.8824,0,,,.,,1,0,0,66,38,0,0,0.35958,0.12,0,0.477,0.029,16,5343.91,1299,1271.74,1.22041,1.22928,1272.62,1.20198,1.21266,0.9179,0.0000,1,0.0489,0.0294,0.394
030064,UNIVERSITY MEDICAL CENTER,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0.6766,0.9008,347,283,0.31429,0.14472,0.53584,0.33422,0.11461,0.288,0.013,0,.,3942,3886.02,2.06801,2.0846,3887.69,2.11237,2.12954,0.9590,0.0000,1,0.0941,0.0285,0.257
030065,BANNER DESERT MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,539,374,0,0,0.3108,0.14856,0.06496,0.305,0.022,0,.,4626,4565.67,1.63917,1.65973,4567.93,1.65561,1.67689,1.0153,0.0000,1,0.0613,0.0503,0.213
030067,LA PAZ REGIONAL HOSPITAL,3,3,3,3055,8,RURAL,RURAL,N,3,0.9122,0,,,0.0298,YES,1,0,0,39,10,0,0,0.17083,0.03854,0,0.35,0.021,16,7289.41,580,572,0.98814,0.99177,572.23,0.97161,0.97653,0.9390,0.0000,1,0.0011,0,0.6597
030068,MT GRAHAM REGIONAL MEDICAL CENTER,3,3,3,3040,8,RURAL,RURAL,N,3,0.8824,0,,,.,,1,0,0,55,23,0,0,0.35547,0.12,0,0.547,0.044,16,4065.93,682,674.62,1.14016,1.14324,674.92,1.13497,1.13857,0.9179,0.0000,1,0.1225,0.1274,0.4422
030069,HAVASU REGIONAL MEDICAL CENTER,29420,29420,29420,3070,8,OURBAN,OURBAN,W,40140,1.1275,0,,,.,,1,0,0,119,61,0,0,0.17843,0.04348,0.03679,0.264,0.031,17,4996.1,3391,3361.5,1.47333,1.47973,3362.66,1.45519,1.4625,1.0856,0.0000,1,0.0141,0.0292,0.6354
030071,FORT DEFIANCE INDIAN HOSPITAL,3,99,99,3000,8,RURAL,RURAL,N,99,1.4402,0,,,.,,1,0,0,70,0,0,0,0.87111,0.12,0,0.404,0.022,8,.,503,497.81,1.02581,1.02792,498,1.00041,1.0029,1.2838,0.0000,1,.,.,.
030073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,22380,99,99,3020,8,OURBAN,RURAL,N,99,1.4402,0,,,.,,1,0,0,73,0,0,0,0.87685,0.12,0,0.282,0.022,8,.,737,729.96,1.15993,1.16436,730.17,1.15633,1.16213,1.2838,0.0000,1,.,.,.
030074,SELLS INDIAN HEALTH SERVICE HOSPITAL,46060,99,99,3090,8,OURBAN,RURAL,N,99,1.4402,0,,,.,,1,0,0,34,0,0,0,0.29091,0.12,0,0.282,0.022,8,.,35,34.12,0.89487,0.8927,34.07,0.87305,0.86857,1.2838,0.0000,1,.,.,.
030077,PHS INDIAN HOSPITAL-SAN CARLOS,3,99,99,3030,8,RURAL,RURAL,N,99,1.4402,0,,,.,,1,0,0,8,0,0,0,0.89096,0.12,0,0.404,0.022,8,.,47,46.58,0.84129,0.84248,46.63,0.78674,0.78761,1.2838,0.0000,1,.,.,.
030078,PHOENIX INDIAN MEDICAL CENTER,38060,99,99,3060,8,LURBAN,RURAL,N,99,1.4402,0,,,.,,1,0,0,128,0,0,0,0.94779,0.12,0,0.282,0.022,8,.,267,264.71,1.16683,1.16725,264.79,1.18853,1.1893,1.2838,0.0000,1,.,.,.
030083,PARADISE VALLEY HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,130,72,0,0,0.32449,0.15985,0.06792,0.235,0.026,0,.,1721,1692.93,1.31333,1.33091,1694.04,1.32761,1.34602,1.0153,0.0000,1,0.0222,0.042,0.2575
030084,CHINLE COMPREHENSIVE CARE FACILITY,3,99,99,3000,8,RURAL,RURAL,N,99,1.4402,0,,,.,,1,0,0,60,0,0,0,1.22127,0.12,0,0.404,0.022,8,.,491,486.12,1.06781,1.0684,486.31,1.05816,1.05956,1.2838,0.0000,1,.,.,.
030085,NORTHWEST MEDICAL CENTER,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0,0,270,201,0,0,0.22762,0.07994,0.04717,0.236,0.018,0,.,5057,4977.16,1.62874,1.64586,4980.94,1.63337,1.65084,0.9590,0.0000,1,0.019,0.0167,0.3595
030087,SCOTTSDALE HEALTHCARE-SHEA,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0076,0.0107,400,276,0.00415,0.00151,0.09296,0,0.019,0.276,0.021,0,.,6068,5971.04,1.72215,1.73005,5974.67,1.74602,1.75537,1.0153,0.0000,1,0.066,0.0541,0.315
030088,BANNER BAYWOOD MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,239,215,0,0,0.17094,0.03861,0.03522,0.209,0.011,0,.,6550,6419.03,1.36263,1.37469,6423.09,1.37148,1.38555,1.0153,0.0000,1,0.0234,0.0077,0.4227
030089,BANNER THUNDERBIRD MEDICAL CENTER,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,333,274,0,0,0.26461,0.11045,0.05505,0.278,0.022,0,.,4309,4256.45,1.61039,1.62489,4258.42,1.62504,1.6402,1.0153,0.0000,1,0.0257,0.0255,0.2604
030092,JOHN C LINCOLN DEER VALLEY HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.0071,0.0122,184,107,0.00387,0.00172,0.24569,0.09484,0.05101,0.252,0.026,0,.,2069,2044,1.52689,1.54384,2044.68,1.53102,1.54912,1.0153,0.0000,1,0.0455,0.0793,0.253
030093,SUN HEALTH DEL E WEBB HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,228,153,0,0,0.17997,0.04448,0.03712,0.207,0.012,0,.,6382,6295.99,1.30972,1.31802,6298.98,1.31108,1.32015,1.0153,0.0000,1,0.0165,0.0069,0.5263
030094,ARROWHEAD HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,181,91,0,0,0.35101,0.18173,0.07367,0.26,0.021,0,.,2757,2710.37,1.56188,1.57645,2711.94,1.57362,1.58888,1.0153,0.0000,1,0.0211,0.0227,0.1982
030099,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,3,3,3,3000,8,RURAL,RURAL,N,3,0.8824,0,,,.,,1,0,0,16,4,0,0,0.22646,0.07898,0,0.649,0.034,16,8615.55,204,200.74,0.91816,0.91874,200.87,0.89952,0.89991,0.9179,0.0000,1,0.0089,0.0023,0.4826
030100,TUCSON HEART HOSPITAL,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0,0,60,32,0,0,0.1048,0,0,0.303,0.023,0,.,1996,1972.33,2.04859,2.05575,1972.78,2.00795,2.01689,0.9590,0.0000,1,0.0251,0.0194,0.6121
030101,WESTERN ARIZONA REGIONAL MEDICAL CTR,29420,29420,29420,3070,8,OURBAN,OURBAN,W,29820,1.1342,0,,,.,,1,0,0,124,81,0,0,0.22272,0.07589,0.04613,0.181,0.015,7,.,3066,3038,1.48787,1.49709,3038.89,1.48613,1.49589,1.0901,0.0000,1,0.0238,0.0255,0.5029
030102,ARIZONA HEART HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,59,55,0,0,0.15001,0.02501,0,0.256,0.023,0,.,2922,2879.83,2.33113,2.42263,2880.7,2.29294,2.38254,1.0153,0.0000,1,0.0237,0.0342,0.6188
030103,MAYO CLINIC HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0.2664,0.333,201,166,0.13551,0.04926,0.01174,0,0.00238,0.365,0.029,0,.,7717,7592.9,1.74838,1.7686,7596.74,1.7335,1.75421,1.0153,0.0000,1,0.0614,0.063,0.6279
030105,BANNER HEART HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,111,71,0,0,0.06839,0,0.01395,0.22,0.018,0,.,2875,2842.84,2.3084,2.33255,2843.58,2.26119,2.28741,1.0153,0.0000,1,0.0142,0.0135,0.4835
030106,,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,144,42,0,0,0.73627,0.49957,0.16078,0.267,0.027,0,.,246,243.68,1.61331,1.63327,243.8,1.62462,1.64229,1.0153,0.0000,1,0.0323,0.0621,0.1655
030107,ARIZONA SPINE AND JOINT HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,23,6,0,0,0.0026,0,0,0.338,0.046,0,.,438,426.45,1.92267,1.93509,427.36,1.94786,1.96553,1.0153,0.0000,1,0.0005,0.0024,0.6124
030108,SURGICAL SPECIALTY HOSPITAL OF ARIZONA,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,33,5,0,0,0.17784,0.0431,0,0.423,0.031,0,.,235,231.58,2.06549,2.07421,231.8,2.05622,2.06918,1.0153,0.0000,1,0.1286,0.1007,0.1712
030110,WEST VALLEY HOSPITAL,38060,38060,38060,3060,8,LURBAN,LURBAN,N,38060,1.0224,0,,,.,,1,0,0,110,71,0,0,0.43882,0.25418,0.09293,0.259,0.03,0,.,2154,2121.32,1.61526,1.6515,2122.66,1.63562,1.67232,1.0153,0.0000,1,0.0181,0.0503,0.2381
030111,UNIVERSITY PHYSICIANS HEALTHCARE HOSPITAL AT KINO,46060,46060,46060,3090,8,OURBAN,OURBAN,N,46060,0.9407,0,,,.,,1,0,0,106,60,0,0,0.52231,0.32306,0.11156,0.515,0.03,0,.,1041,1034,1.08682,1.08796,1034.4,1.11358,1.11491,0.9590,0.0000,1,0.0752,0.0448,0.2266
