Provider Number,Name,Geographic Labor Market Area,Pre Reclass Labor Market Area  ,Payment Labor Market Area (for purposes of Capital and DSH),Section 508 Labor Market Area if applicable,Special Exception Labor Market Area if applicable,Section 508 Provider,Section 505 wage adjustment_a,Section 505 wage adjustment_b,Section 505 eligible_a,Section 505 eligible_b,Section 401 hosptial,Post Reclass Wage Index_a,Post Reclass Wage Index_b,COLA,RESBED,SSA COUNTY CODE,HSP Rate,HSP_MDH,RDAY,BEDS,ADC,OPCCR,CPCCR,DSHPCT,POST RECLASS Labor Market Area_a,POST RECLASS Labor Market Area_b,Puerto Rico Specific Post Reclass wage index_a,Puerto Rico Specific Post Reclass wage index_b,PTYPE,LUGAR,RECLASS1,RECLASS2,BILLS,CASETA23,TACMIV23,CMIV23,CASETA24,TACMIV24,CMIV24,REGION,URGEO,URSPA,TCHOP,TCHCP,Post Reclass GAF_a,Post Reclass GAF_b,Puerto Rico Specific Post Reclass GAF_a,Puerto Rico Specific Post Reclass GAF_b,COLACP,DSHOPG,DSHCPG,OUT07F,COUT07F,MCR_PCT
010108,PRATTVILLE BAPTIST HOSPITAL,33860,33860,33860,,,,. ,. ,,,,0.7933,0.7933,1,0,1000,. ,0,0,46,21,0.209,0.028,0.1742,33860,33860,0,0,0,,N,N,1059,1024.38,1.14027,1.15578,1026.18,1.15175,1.16533,5,OURBAN,OURBAN,0,0,0.85336,0.85336,0,0,1,0.04073,0,0.00332,0.01124,0.59982
010109,PICKENS COUNTY MEDICAL CENTER,01,01,01,,,,0.0451,0.0451,YES,YES,,0.8115,0.8115,1,0,1530,6543.28,0,0,39,16,0.45,0.028,0.33527,01,01,0,0,16,,N,N,851,832.08,0.97899,0.9858,832.76,0.98748,0.99605,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0.00614,0.0023,0.6968
010110,BULLOCK COUNTY HOSPITAL,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1050,2166.23,0,0,30,21,0.48,0.037,0.45832,01,01,0,0,16,,N,N,666,656.91,0.78413,0.7905,657.89,0.80973,0.81389,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0,0,0.68304
010112,BRYAN W WHITFIELD MEM HOSP INC,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1450,4420.54,0,0,99,36,0.459,0.031,0.5351,01,01,0,0,16,,N,N,1487,1449.96,1.02531,1.0367,1451.73,1.02483,1.03452,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0.00366,0.00228,0.50469
010113,MOBILE INFIRMARY,33660,33660,33660,,,,. ,. ,,,,0.7847,0.7847,1,0.0017,1480,. ,0,0.0029,605,330,0.322,0.025,0.22441,33660,33660,0,0,0,,N,N,12212,12044.09,1.64795,1.66114,12058.18,1.64133,1.65389,5,OURBAN,OURBAN,0.00091,0.00082,0.84702,0.84702,0,0,1,0.07729,0.04649,0.03441,0.02699,0.55949
010114,UAB MEDICAL WEST,13820,13820,13820,,,,. ,. ,,,,0.8889,0.8889,1,0,1360,. ,0,0,165,111,0.225,0.016,0.21041,13820,13820,0,0,0,,N,N,2913,2862.25,1.38729,1.39829,2864.78,1.39148,1.40136,5,LURBAN,LURBAN,0,0,0.92252,0.92252,0,0,1,0.06574,0.04353,0.06411,0.0375,0.47894
010118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,01,01,01,,,,. ,. ,,,,0.8362,0.8362,1,0.075,1230,. ,0,0.1151,163,92,0.254,0.021,0.56009,46220,46220,0,0,7,,W,W,3449,3349.47,1.19815,1.21949,3352.2,1.20672,1.22877,5,RURAL,RURAL,0.03923,0.03301,0.8847,0.8847,0,0,1,0.35422,0,0.01015,0.01142,0.47599
010120,MONROE COUNTY HOSPITAL,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1490,3781.23,0,0,94,28,0.382,0.031,0.32177,01,01,0,0,16,,N,N,1450,1404.28,0.97933,0.98607,1406.12,0.9758,0.9826,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0.00841,0.00847,0.49069
010125,LAKELAND COMMUNITY HOSPITAL,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1660,1985.12,0,0,47,20,0.31,0.057,0.28587,01,01,0,0,16,,N,N,1453,1405.83,1.02236,1.03178,1408.35,1.02298,1.02972,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0,0,0.69699
010126,TROY REGIONAL MEDICAL CENTER,01,01,01,,,,. ,. ,,,,0.7933,0.7933,1,0,1540,. ,0,0,97,26,0.206,0.023,0.42435,33860,33860,0,0,0,,W,W,1235,1189.96,1.13442,1.15459,1192.08,1.14021,1.1574,5,RURAL,RURAL,0,0,0.85336,0.85336,0,0,1,0.12,0,0.01096,0.01917,0.59552
010128,JACKSON MEDICAL CENTER,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1120,. ,0,0,35,10,0.442,0.051,0.48903,01,01,0,0,0,,N,N,589,568.91,0.85908,0.86831,569.12,0.86501,0.87431,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0,0,0.35251
010129,NORTH BALDWIN INFIRMARY,01,33660,01,,,,0.0121,0.0121,YES,YES,,0.7968,0.7968,1,0,1010,. ,0,0,55,18,0.512,0.035,0.30132,33660,33660,0,0,0,,N,N,678,660.56,1.00384,1.01221,661.25,1.00586,1.0126,5,RURAL,RURAL,0,0,0.84702,0.84702,0,0,1,0.12,0,0.017,0.01222,0.41756
010130,ST CLAIR REGIONAL HOSPITAL,13820,13820,13820,,,,. ,. ,,,,0.8889,0.8889,1,0,1570,. ,0,0,82,18,0.287,0.01,0.21162,13820,13820,0,0,0,,N,N,839,820.34,0.93898,0.9448,821.07,0.94291,0.94874,5,LURBAN,LURBAN,0,0,0.92252,0.92252,0,0,1,0.06674,0,0.00273,0,0.54847
010131,CRESTWOOD MEDICAL CENTER,26620,26620,26620,,,,. ,. ,,,,0.8967,0.8967,1,0,1440,. ,0,0,124,94,0.133,0.019,0.07665,26620,26620,0,0,0,,N,N,3253,3221.31,1.37217,1.38027,3224.03,1.3852,1.39225,5,OURBAN,OURBAN,0,0,0.92805,0.92805,0,0,1,0,0.01564,0.04638,0.09552,0.49554
010137,COOPER GREEN HOSPITAL,13820,13820,13820,,,,. ,. ,,,,0.8889,0.8889,1,0.0101,1360,. ,0,0.0233,148,58,1.066,0.03,0.4025,13820,13820,0,0,0,,N,N,484,478.22,1.24514,1.2461,478.31,1.24445,1.24658,5,LURBAN,LURBAN,0.00538,0.0066,0.92252,0.92252,0,0,1,0.22421,0.08492,0.32156,0.0438,0.11574
010138,HILL HOSPITAL OF SUMTER COUNTY,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1590,. ,0,0,33,17,0.458,0.027,0.46456,01,01,0,0,0,,N,N,558,554.3,0.60481,0.60708,554.58,0.64259,0.64478,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0,0,0.45202
010139,BROOKWOOD MEDICAL CENTER,13820,13820,13820,,,,. ,. ,,,,0.8889,0.8889,1,0,1360,. ,0,0,485,303,0.116,0.011,0.09851,13820,13820,0,0,0,,N,N,7036,6973.25,1.57174,1.57541,6980.82,1.56847,1.57164,5,LURBAN,LURBAN,0,0,0.92252,0.92252,0,0,1,0,0.02015,0.10536,0.10521,0.3751
010143,WOODLAND MEDICAL CENTER,01,01,01,,,,. ,. ,,,,0.8889,0.8889,1,0,1210,3292.73,3547.51,0,50,22,0.175,0.015,0.25125,13820,13820,0,0,14,,W,W,1324,1303.66,1.16663,1.17056,1304.44,1.1781,1.18409,5,RURAL,RURAL,0,0,0.92252,0.92252,0,0,1,0.09943,0,0.01917,0.01876,0.64521
010144,SPRINGHILL MEDICAL CENTER,33660,33660,33660,,,,. ,. ,,,,0.7847,0.7847,1,0.004,1480,. ,0,0.0047,200,168,0.352,0.037,0.10747,33660,33660,0,0,0,,N,N,4078,4061.69,1.57023,1.57383,4062.99,1.56196,1.56601,5,OURBAN,OURBAN,0.00214,0.00133,0.84702,0.84702,0,0,1,0,0.022,0.03273,0.04875,0.39691
010145,NORTHPORT MEDICAL CENTER,46220,46220,46220,,,,. ,. ,,,,0.8761,0.8761,1,0,1620,. ,0,0,111,62,0.262,0.031,0.34436,46220,46220,0,0,0,,N,N,1700,1669.86,1.40189,1.40612,1671.46,1.41071,1.41373,5,OURBAN,OURBAN,0,0,0.9134,0.9134,0,0,1,0.17625,0.07222,0.0339,0.06136,0.44658
010146,JACKSONVILLE MEDICAL CENTER,11500,11500,11500,,,,0.0062,0.0062,YES,YES,,0.8059,0.8059,1,0,1070,. ,0,0,63,15,0.327,0.034,0.31126,11500,11500,0,0,0,,N,N,663,645.26,1.09654,1.10729,646.56,1.09051,1.09877,5,OURBAN,OURBAN,0,0,0.85807,0.85807,0,0,1,0.12,0,0.00907,0.01515,0.48411
010148,EVERGREEN MEDICAL CENTER,01,01,01,,,,. ,. ,,,,0.7664,0.7664,1,0,1170,. ,0,0,44,27,0.399,0.017,0.412,01,01,0,0,0,,N,N,1601,1562.34,0.88476,0.88856,1564.43,0.88661,0.8904,5,RURAL,RURAL,0,0,0.83344,0.83344,0,0,1,0.12,0,0,0,0.56572
010149,BAPTIST MEDICAL CENTER EAST,33860,33860,33860,,,,. ,. ,,,,0.7933,0.7933,1,0,1500,. ,0,0,139,101,0.207,0.021,0.32811,33860,33860,0,0,0,,N,N,2378,2326.27,1.26038,1.28392,2330.21,1.25999,1.28099,5,OURBAN,OURBAN,0,0,0.85336,0.85336,0,0,1,0.16284,0.0687,0.01612,0.02347,0.29462
010150,L V STABLER MEMORIAL HOSPITAL,01,01,01,17980,,YES,. ,. ,,,,0.8371,0.7933,1,0,1060,. ,0,0,48,20,0.174,0.023,0.33261,01,33860,0,0,0,,N,W,1260,1214.47,1.02835,1.05425,1217.01,1.03925,1.06205,5,RURAL,RURAL,0,0,0.83344,0.85336,0,0,1,0.12,0,0,0,0.57286
010152,INFIRMARY WEST,33660,33660,33660,,,,. ,. ,,,,0.7847,0.7847,1,0.2039,1480,. ,0,0.6031,100,34,0.472,0.023,0.37129,33660,33660,0,0,0,,N,N,860,842.41,1.18631,1.19369,843.63,1.1922,1.19805,5,OURBAN,OURBAN,0.10303,0.18554,0.84702,0.84702,0,0,1,0.19846,0.07808,0.05296,0.01573,0.32972
010157,SHOALS HOSPITAL,22520,22520,22520,,,,. ,. ,,,,0.7876,0.7876,1,0,1160,. ,0,0,128,32,0.286,0.053,0.13824,22520,22520,0,0,0,,N,N,1660,1637.78,1.15277,1.15821,1639.67,1.15885,1.1624,5,OURBAN,OURBAN,0,0,0.84916,0.84916,0,0,1,0,0.02839,0.02775,0.0772,0.62988
010158,RUSSELLVILLE HOSPITAL,01,01,01,,,,. ,. ,,,,0.8065,0.8065,1,0,1290,. ,0,0,92,34,0.266,0.038,0.4051,19460,19460,0,0,0,,W,W,1696,1670.4,1.13379,1.13782,1672.11,1.1345,1.13799,5,RURAL,RURAL,0,0,0.86306,0.86306,0,0,1,0.12,0,0.00226,0.00664,0.54001
010164,COOSA VALLEY MEDICAL CENTER,01,01,11500,,,,. ,. ,,,,0.7997,0.7997,1,0,1600,. ,0,0,101,.,0.237,0.015,0.3088,11500,11500,0,0,7,LUGAR,W,W,2182,2131.75,1.15451,1.16906,2134.59,1.16866,1.18406,5,RURAL,OURBAN,0,0,0.85807,0.85807,0,0,1,0.14691,0.06453,0.01046,0.0059,. 
010165,"LONG TERM HOSPITAL AT REGIONAL MEDICAL CENTER,THE",26620,26620,26620,,,,. ,. ,,,,0.8967,0.8967,1,0,1410,. ,0,0,34,7,0.291,0.029,0.03483,26620,26620,0,0,0,,N,N,29,28.74,1.51365,1.53239,28.45,1.53848,1.60902,5,OURBAN,OURBAN,0,0,0.92805,0.92805,0,0,1,0,0,0.13921,0.17961,0.62741
010166,LTC HOSPITAL OF TUSCALOOSA,46220,46220,46220,,,,. ,. ,,,,0.8761,0.8761,1,0,1620,. ,0,0,27,6,0.291,0.029,0.15763,46220,46220,0,0,0,,N,N,28,28,1.69023,1.69023,28,1.86333,1.86333,5,OURBAN,OURBAN,0,0,0.9134,0.9134,0,0,1,0.02996,0,0.56684,0.68084,0.66028
020001,PROVIDENCE ALASKA MEDICAL CENTER,11260,11260,11260,,,,. ,. ,,,,1.1904,1.1927,1.25,0.0613,2020,. ,0,0.0887,347,232,0.384,0.028,0.35235,11260,11260,0,0,0,,N,N,4175,4143.61,1.69456,1.69737,4146.63,1.69429,1.69682,9,OURBAN,OURBAN,0.03219,0.02535,1.12677,1.12826,0,0,1.0788,0.18284,0.07396,0.11127,0.07781,0.29194
020004,KETCHIKAN GENERAL HOSPITAL,02,02,02,,,,. ,. ,,,,1.0702,1.0702,1.25,0,2130,7510.68,0,0,37,13,0.6,0.073,0.3066,02,02,0,0,16,,N,N,371,358.65,1.14206,1.14997,358.98,1.16931,1.17567,9,RURAL,RURAL,0,0,1.04756,1.04756,0,0,1.0788,0.12,0,0.02794,0.05687,0.35763
020006,MAT-SU REGIONAL MEDICAL CENTER,11260,11260,11260,,,,. ,. ,,,,1.1904,1.1927,1.25,0,2170,7899.15,0,0,40,23,0.435,0.034,0.37064,11260,11260,0,0,16,,N,N,740,722.39,1.27691,1.27863,723.28,1.28773,1.2868,9,OURBAN,OURBAN,0,0,1.12677,1.12826,0,0,1.0788,0.12,0,0.02134,0.01722,0.26773
020008,BARTLETT REGIONAL HOSPITAL,02,02,02,ownwage,,YES,. ,. ,,,,1.2183,1.1927,1.25,0,2110,8238.57,0,0,39,16,0.744,0.042,0.35904,02,11260,0,0,16,,N,W,493,481.48,1.24487,1.26694,482.14,1.244,1.26102,9,RURAL,RURAL,0,0,1.04756,1.12826,0,0,1.0788,0.12,0,0.06133,0.02252,0.39577
020012,FAIRBANKS MEMORIAL HOSPITAL,21820,21820,21820,,,,. ,. ,,,,1.0993,1.0993,1.25,0,2090,8525.98,0,0,127,64,0.601,0.05,0.32258,21820,21820,0,0,17,,N,N,1174,1159.71,1.33221,1.34026,1159.45,1.34628,1.35363,9,OURBAN,OURBAN,0,0,1.06698,1.06698,0,0,1.0788,0.15828,0.0675,0.17408,0.1536,0.33861
020014,SOUTH PENINSULA HOSPITAL,02,02,02,,,,. ,. ,,,,1.0702,1.0702,1.25,0,2122,12513.77,0,0,24,7,0.805,0.064,0.25371,02,02,0,0,16,,N,N,298,291.96,1.19592,1.20232,292.48,1.19992,1.20051,9,RURAL,RURAL,0,0,1.04756,1.04756,0,0,1.0788,0.10146,0,0.11866,0.09929,0.50319
020017,ALASKA REGIONAL HOSPITAL,11260,11260,11260,,,,. ,. ,,,,1.1904,1.1927,1.25,0,2020,. ,0,0,162,57,0.285,0.038,0.25369,11260,11260,0,0,0,,N,N,1235,1224.98,1.99238,1.98973,1226.01,1.9969,1.99395,9,OURBAN,OURBAN,0,0,1.12677,1.12826,0,0,1.0788,0.10144,0.05271,0.13469,0.25758,0.33053
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,02,98,98,,,,. ,. ,,,,1.9343,1.9343,1,0,2290,. ,0,0,50,.,0.47539,0.04055,0.49197,98,98,0,0,8,,N,N,220,218.5,0.92459,0.92532,218.59,0.93497,0.93563,9,RURAL,RURAL,0,0,1.57113,1.57113,0,0,1.0788,0.12,0,. ,. ,. 
020019,SAMUEL SIMMONDS MEMORIAL HOSPITAL,02,98,98,,,,. ,. ,,,,1.9343,1.9343,1.25,0,2185,. ,0,0,14,.,0.782,0.04055,0,98,98,0,0,8,,N,N,22,21.98,0.90133,0.90164,21.98,0.91396,0.91425,9,RURAL,RURAL,0,0,1.57113,1.57113,0,0,1.0788,0,0,. ,. ,. 
020024,CENTRAL PENINSULA GENERAL HOSPITAL,02,02,02,,,,. ,. ,,,,1.0702,1.0702,1.25,0,2122,7726.71,0,0,35,17,0.676,0.075,0.30745,02,02,0,0,16,,N,N,712,693.76,1.12395,1.12813,694.17,1.12959,1.13251,9,RURAL,RURAL,0,0,1.04756,1.04756,0,0,1.0788,0.12,0,0.05885,0.08882,0.43415
020026,"ALASKA NATIVE MEDICAL CENTER, PHS",11260,98,98,,,,. ,. ,,,,1.9343,1.9343,1.25,0,2020,. ,0,0,156,0,0.47539,0.04055,0.34603,98,98,0,0,8,,N,N,928,922.3,1.66379,1.66471,923.06,1.66829,1.66788,9,OURBAN,RURAL,0,0,1.57113,1.57113,0,0,1.0788,0.12,0,. ,. ,. 
020027,MT EDGECUMBE HOSPITAL,02,98,98,,,,. ,. ,,,,1.9343,1.9343,1.25,0,2220,. ,0,0,72,.,0.47539,0.04055,0.07179,98,98,0,0,8,,N,N,331,327.2,0.88252,0.88667,327.29,0.89644,0.90041,9,RURAL,RURAL,0,0,1.57113,1.57113,0,0,1.0788,0,0,. ,. ,. 
030001,MARYVALE HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0,3060,. ,0,0,228,100,0.234,0.016,0.68242,38060,38060,0,0,0,,N,N,1438,1419.86,1.42307,1.44232,1418.97,1.44678,1.46987,8,LURBAN,LURBAN,0,0,1.00998,1.00998,0,0,1,0.45515,0.14819,0.01732,0.01082,0.19166
030002,BANNER GOOD SAMARITAN MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.2263,3060,. ,0,0.3067,519,399,0.252,0.023,0.37341,38060,38060,0,0,0,,N,N,7562,7451.13,2.07051,2.10646,7459.37,2.05103,2.08302,8,LURBAN,LURBAN,0.11369,0.09041,1.00998,1.00998,0,0,1,0.20021,0.07855,0.04678,0.0485,0.27989
030006,TUCSON MEDICAL CENTER,46060,46060,46060,,,,. ,. ,,,,0.939,0.939,1,0.0866,3090,. ,0,0.1409,487,317,0.334,0.029,0.39441,46060,46060,0,0,0,,N,N,6778,6656.32,1.62127,1.64134,6665.89,1.62377,1.64085,8,OURBAN,OURBAN,0.04516,0.04056,0.95781,0.95781,0,0,1,0.21754,0.08314,0.03154,0.0341,0.26646
030007,VERDE VALLEY MEDICAL CENTER,39140,39140,03,,,,. ,. ,,,YES,1.1073,1.1073,1,0,3120,4729.02,0,0,99,59,0.342,0.03,0.23231,22380,22380,0,0,16,,W,W,2878,2833.4,1.37662,1.39147,2838.19,1.38212,1.3951,8,OURBAN,RURAL,0,0,1.07229,1.07229,0,0,1,0.08381,0,0.03465,0.03474,0.64149
030010,CARONDELET ST MARYS HOSPITAL & HEALTH CENTER,46060,46060,46060,,,,. ,. ,,,,0.939,0.939,1,0,3090,. ,0,0,357,203,0.278,0.021,0.40541,46060,46060,0,0,0,,N,N,4452,4384.09,1.36086,1.37516,4388.69,1.37539,1.3872,8,OURBAN,OURBAN,0,0,0.95781,0.95781,0,0,1,0.22661,0.08556,0.03677,0.02909,0.30632
030011,CARONDELET ST JOSEPHS HOSPITAL AND HEALTH CENTER,46060,46060,46060,,,,. ,. ,,,,0.939,0.939,1,0,3090,. ,0,0,289,153,0.288,0.018,0.24393,46060,46060,0,0,0,,N,N,3923,3850.88,1.42841,1.44255,3856.1,1.44284,1.45451,8,OURBAN,OURBAN,0,0,0.95781,0.95781,0,0,1,0.09339,0.05064,0.02882,0.01325,0.33479
030012,YAVAPAI REGIONAL MEDICAL CENTER,39140,39140,39140,,,,. ,. ,,,,0.9748,0.9748,1,0,3120,4505.52,0,0,119,92,0.387,0.038,0.21501,39140,39140,0,0,16,,N,N,5179,5063,1.35847,1.37469,5071.19,1.36981,1.38463,8,OURBAN,OURBAN,0,0,0.98267,0.98267,0,0,1,0.06953,0.0445,0.02568,0.03032,0.6347
030013,YUMA REGIONAL MEDICAL CENTER,49740,49740,49740,,,,. ,. ,,,,0.9269,0.9269,1,0,3130,5976.13,0,0,276,178,0.399,0.033,0.34355,49740,49740,0,0,17,,N,N,7482,7350.35,1.40935,1.43183,7362.32,1.40806,1.42723,8,OURBAN,OURBAN,0,0,0.94935,0.94935,0,0,1,0.17558,0.07205,0.03308,0.03019,0.49969
030014,JOHN C LINCOLN NORTH MOUNTAIN HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.0189,3060,. ,0,0.0369,261,150,0.225,0.016,0.29685,38060,38060,0,0,0,,N,N,3400,3349.13,1.46214,1.48144,3351.91,1.46231,1.48196,8,LURBAN,LURBAN,0.01005,0.01047,1.00998,1.00998,0,0,1,0.13705,0.06196,0.01569,0.00804,0.25335
030016,CASA GRANDE REGIONAL MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0,3100,. ,0,0,148,82,0.341,0.054,0.41296,38060,38060,0,0,0,,N,N,2855,2804.71,1.21392,1.22829,2807.29,1.22492,1.23745,8,LURBAN,LURBAN,0,0,1.00998,1.00998,0,0,1,0.23284,0.08722,0.00913,0.02936,0.39999
030017,MESA GENERAL HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.1036,3060,. ,0,0.1235,107,52,0.256,0.014,0.4343,38060,38060,0,0,0,,N,N,2077,2052.71,2.05146,2.072,2054.08,1.99735,2.01803,8,LURBAN,LURBAN,0.05377,0.03547,1.00998,1.00998,0,0,1,0.25045,0.09193,0.02843,0.00851,0.39164
030018,BANNER MESA MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0,3060,. ,0,0,258,102,0.186,0.017,0.34716,38060,38060,0,0,0,,N,N,2353,2299.9,1.23384,1.2456,2303.48,1.24367,1.25403,8,LURBAN,LURBAN,0,0,1.00998,1.00998,0,0,1,0.17856,0.07283,0.00823,0.00798,0.28664
030019,TEMPE ST LUKE'S HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.0625,3060,. ,0,0.1478,91,48,0.22,0.022,0.21181,38060,38060,0,0,0,,N,N,1128,1094.39,1.24901,1.30686,1096.53,1.25118,1.30222,8,LURBAN,LURBAN,0.03281,0.04259,1.00998,1.00998,0,0,1,0.06689,0,0.01617,0.01933,0.27244
030022,MARICOPA MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.3496,3060,. ,0,0.8596,415,218,0.295,0.013,0.84727,38060,38060,0,0,0,,N,N,1606,1572.13,1.52911,1.56859,1574.37,1.53324,1.56754,8,LURBAN,LURBAN,0.17041,0.27453,1.00998,1.00998,0,0,1,0.59115,0.18717,0.10263,0.02423,0.09485
030023,FLAGSTAFF MEDICAL CENTER,22380,22380,22380,,,,. ,. ,,,,1.1538,1.1538,1,0,3020,5057.17,0,0,213,139,0.416,0.026,0.47269,22380,22380,0,0,17,,N,N,3175,3141.6,1.68418,1.71782,3143.41,1.70571,1.73758,8,OURBAN,OURBAN,0,0,1.10293,1.10293,0,0,1,0.28212,0.10045,0.1299,0.07098,0.32415
030024,ST JOSEPH'S HOSPITAL AND MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.2538,3060,. ,0,0.3446,503,368,0.226,0.019,0.61668,38060,38060,0,0,0,,N,N,4552,4400.93,1.9125,2.07166,4412.96,1.90817,2.05251,8,LURBAN,LURBAN,0.12663,0.10213,1.00998,1.00998,0,0,1,0.40091,0.13301,0.03624,0.03576,0.16326
030030,PHOENIX BAPTIST HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.0691,3060,. ,0,0.1732,207,88,0.313,0.019,0.47152,38060,38060,0,0,0,,N,N,1793,1740.95,1.5239,1.54368,1745.69,1.52608,1.54315,8,LURBAN,LURBAN,0.03621,0.05009,1.00998,1.00998,0,0,1,0.28115,0.10019,0.02972,0.01115,0.24286
030033,PAYSON REGIONAL MEDICAL CENTER,03,03,03,,,,. ,. ,,,,1.1073,1.1073,1,0,3030,4082.97,0,0,43,19,0.273,0.03,0.25904,22380,22380,0,0,16,,W,W,1411,1362.8,1.2493,1.28026,1363.42,1.26313,1.29985,8,RURAL,RURAL,0,0,1.07229,1.07229,0,0,1,0.10586,0,0.00395,0.00584,0.60561
030036,CHANDLER REGIONAL HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0,3060,. ,0,0,208,176,0.189,0.016,0.26687,38060,38060,0,0,0,,N,N,4108,4046.66,1.40662,1.42135,4049.8,1.4008,1.41436,8,LURBAN,LURBAN,0,0,1.00998,1.00998,0,0,1,0.11232,0.05553,0.03704,0.03027,0.28929
030037,ST LUKE'S MEDICAL CENTER,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0,3060,. ,0,0,195,62,0.208,0.023,0.32266,38060,38060,0,0,0,,N,N,1597,1558.37,2.19126,2.26718,1563.81,2.16716,2.24149,8,LURBAN,LURBAN,0,0,1.00998,1.00998,0,0,1,0.15834,0.06752,0.01253,0.02147,0.30268
030038,SCOTTSDALE HEALTHCARE-OSBORN,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.0518,3060,. ,0,0.0792,299,191,0.274,0.017,0.21635,38060,38060,0,0,0,,N,N,5600,5497.1,1.6455,1.67391,5503.07,1.6505,1.67792,8,LURBAN,LURBAN,0.02728,0.0226,1.00998,1.00998,0,0,1,0.07064,0.04478,0.05969,0.02433,0.35937
030040,CARONDELET HOLY CROSS HOSPITAL(PENDING CAH),03,03,03,,,,. ,. ,,,,0.9269,0.9269,1,0,3110,4589.88,0,0,31,10,0.36,0.089,0.93877,03,03,0,0,16,,N,N,227,215.9,0.88924,0.90057,216.12,0.90282,0.91414,8,RURAL,RURAL,0,0,0.94935,0.94935,0,0,1,0.12,0,0,0.01318,0.17621
030043,SIERRA VISTA REGIONAL HEALTH CENTER INC,03,03,03,,,,. ,. ,,,,0.9269,0.9269,1,0,3010,4458.59,0,0,77,46,0.464,0.036,0.29145,03,03,0,0,16,,N,N,2005,1957.99,1.24297,1.26042,1960.33,1.24176,1.2585,8,RURAL,RURAL,0,0,0.94935,0.94935,0,0,1,0.12,0,0.02367,0.01938,0.47168
030055,KINGMAN REGIONAL MEDICAL CENTER,03,29820,03,,,,. ,. ,,,,1.1148,1.1148,1,0.0783,3070,4960.94,0,0.0817,152,91,0.426,0.041,0.28872,29820,29820,0,0,16,,N,N,4095,4060.77,1.41015,1.41637,4062.3,1.40866,1.41505,8,RURAL,RURAL,0.04092,0.02332,1.07726,1.07726,0,0,1,0.12,0,0.00626,0.00881,0.57092
030060,COBRE VALLEY COMMUNITY HOSPITAL,03,03,03,,,,. ,. ,,,,0.9269,0.9269,1,0,3030,5705.33,0,0,49,17,0.606,0.055,0.31837,03,03,0,0,16,,N,N,664,650.4,1.17618,1.18314,651.61,1.19186,1.19424,8,RURAL,RURAL,0,0,0.94935,0.94935,0,0,1,0.12,0,0.03571,0.0417,0.56638
030061,WALTER O BOSWELL MEMORIAL HOSPITAL,38060,38060,38060,,,,. ,. ,,,,1.0146,1.0146,1,0.0064,3060,. ,0,0.0082,281,233,0.216,0.012,0.07793,38060,38060,0,0,0,,N,N,10091,9958.63,1.61482,1.62385,9972.1,1.60768,1.61612,8,LURBAN,LURBAN,0.00341,0.00232,1.00998,1.00998,0,0,1,0,0.01591,0.02137,0.00658,0.52948
030062,NAVAPACHE REGIONAL MEDICAL CENTER,03,03,03,,,,. ,. ,,,,0.9269,0.9269,1,0,3080,5020.83,0,0,66,41,0.432,0.039,0.37422,03,03,0,0,16,,N,N,1718,1677.16,1.24709,1.25285,1678.59,1.24018,1.24613,8,RURAL,RURAL,0,0,0.94935,0.94935,0,0,1,0.12,0,0.03134,0.03558,0.38651
